route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
103,JUN25-Sunday-71-JUN25-0000001-,10335634,"103 CARSON ST TO SANTA FE AVE",0,1019853,1030068
103,JUN25-Sunday-71-JUN25-0000001-,10335635,"103 CARSON ST TO SANTA FE AVE",0,1019854,1030068
103,JUN25-Sunday-71-JUN25-0000001-,10335636,"103 CARSON ST TO SANTA FE AVE",0,1019853,1030068
103,JUN25-Sunday-71-JUN25-0000001-,10335637,"103 CARSON ST TO SANTA FE AVE",0,1019854,1030068
103,JUN25-Sunday-71-JUN25-0000001-,10335638,"103 CARSON ST TO SANTA FE AVE",0,1019853,1030068
103,JUN25-Sunday-71-JUN25-0000001-,10335639,"103 CARSON ST TO SANTA FE AVE",0,1019854,1030068
172,JUN25-Sunday-71-JUN25-0000001-,10335640,"172 PALO VERDE TO DOWNTOWN",0,1019899,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335641,"173 STUDEBAKER TO DOWNTOWN",0,1019900,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335642,"172 PALO VERDE TO DOWNTOWN",0,1019902,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335643,"173 STUDEBAKER TO DOWNTOWN",0,1019898,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335644,"172 PALO VERDE TO DOWNTOWN",0,1019904,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335645,"173 STUDEBAKER TO DOWNTOWN",0,1019897,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335646,"172 PALO VERDE TO DOWNTOWN",0,1019901,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335647,"173 STUDEBAKER TO DOWNTOWN",0,1019903,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335648,"172 PALO VERDE TO DOWNTOWN",0,1019899,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335649,"173 STUDEBAKER TO DOWNTOWN",0,1019900,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335650,"172 PALO VERDE TO DOWNTOWN",0,1019944,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335651,"173 STUDEBAKER TO DOWNTOWN",0,1019902,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335652,"172 PALO VERDE TO DOWNTOWN",0,1019898,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335653,"173 STUDEBAKER TO DOWNTOWN",0,1019904,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335654,"172 PALO VERDE TO DOWNTOWN",0,1019897,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335655,"173 STUDEBAKER TO DOWNTOWN",0,1019901,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335656,"172 PALO VERDE TO DOWNTOWN",0,1019903,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335657,"173 STUDEBAKER TO DOWNTOWN",0,1019899,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335658,"172 PALO VERDE TO DOWNTOWN",0,1019900,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335659,"173 STUDEBAKER TO DOWNTOWN",0,1019944,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335660,"172 PALO VERDE TO DOWNTOWN",0,1019902,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335661,"173 STUDEBAKER TO DOWNTOWN",0,1019898,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335662,"172 PALO VERDE TO DOWNTOWN",0,1019904,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335663,"173 STUDEBAKER TO DOWNTOWN",0,1019897,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335664,"172 PALO VERDE TO DOWNTOWN",0,1019901,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335665,"173 STUDEBAKER TO DOWNTOWN",0,1019903,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335666,"172 PALO VERDE TO DOWNTOWN",0,1019899,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335667,"173 STUDEBAKER TO DOWNTOWN",0,1019900,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335668,"172 PALO VERDE TO DOWNTOWN",0,1019944,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335669,"173 STUDEBAKER TO DOWNTOWN",0,1019902,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335670,"172 PALO VERDE TO DOWNTOWN",0,1019898,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335671,"173 STUDEBAKER TO DOWNTOWN",0,1019904,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335672,"172 PALO VERDE TO DOWNTOWN",0,1019897,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335673,"173 STUDEBAKER TO DOWNTOWN",0,1019901,1730140
91,JUN25-Sunday-71-JUN25-0000001-,10335674,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019862,910191
172,JUN25-Sunday-71-JUN25-0000001-,10335675,"172 PALO VERDE TO DOWNTOWN",0,1019903,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335676,"173 STUDEBAKER TO DOWNTOWN",0,1019900,1730140
172,JUN25-Sunday-71-JUN25-0000001-,10335677,"172 PALO VERDE TO DOWNTOWN",0,1019944,1720113
173,JUN25-Sunday-71-JUN25-0000001-,10335678,"173 STUDEBAKER TO DOWNTOWN",0,1019898,1730140
173,JUN25-Sunday-71-JUN25-0000001-,10335679,"173 STUDEBAKER TO DOWNTOWN",0,1019904,1730140
91,JUN25-Sunday-71-JUN25-0000001-,10335680,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019857,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335681,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019869,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335682,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019863,910191
121,JUN25-Sunday-71-JUN25-0000001-,10335683,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335684,"121 - OCEAN TO CATALINA LANDING",0,1019893,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335685,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335686,"121 - OCEAN TO CATALINA LANDING",0,1019894,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335687,"121 - OCEAN TO CATALINA LANDING",0,1019893,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335688,"121 - OCEAN TO CATALINA LANDING",0,1019896,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335689,"121 - OCEAN TO CATALINA LANDING",0,1019895,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335690,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335691,"121 - OCEAN TO CATALINA LANDING",0,1019894,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335692,"121 - OCEAN TO CATALINA LANDING",0,1019893,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335693,"121 - OCEAN TO CATALINA LANDING",0,1019896,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335694,"121 - OCEAN TO CATALINA LANDING",0,1019895,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335695,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335696,"121 - OCEAN TO CATALINA LANDING",0,1019894,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335697,"121 - OCEAN TO CATALINA LANDING",0,1019893,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335698,"121 - OCEAN TO CATALINA LANDING",0,1019896,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335699,"121 - OCEAN TO CATALINA LANDING",0,1019895,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335700,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335701,"121 - OCEAN TO CATALINA LANDING",0,1019894,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335702,"121 - OCEAN TO CATALINA LANDING",0,1019893,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335703,"121 - OCEAN TO CATALINA LANDING",0,1019896,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335704,"121 - OCEAN TO CATALINA LANDING",0,1019895,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335705,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335706,"121 - OCEAN TO CATALINA LANDING",0,1019894,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335707,"121 - OCEAN TO CATALINA LANDING",0,1019893,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335708,"121 - OCEAN TO CATALINA LANDING",0,1019896,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335709,"121 - OCEAN TO CATALINA LANDING",0,1019895,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335710,"121 - OCEAN TO CATALINA LANDING",0,1019892,1210164
121,JUN25-Sunday-71-JUN25-0000001-,10335711,"121 - OCEAN TO CATALINA LANDING",0,1019894,1210164
174,JUN25-Sunday-71-JUN25-0000001-,10335712,"174 PCH TO DOWNTOWN",0,1019902,1740039
174,JUN25-Sunday-71-JUN25-0000001-,10335713,"174 PCH TO DOWNTOWN",0,1019897,1740039
91,JUN25-Sunday-71-JUN25-0000001-,10335714,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019857,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335715,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019869,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335716,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019888,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335717,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019862,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335718,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019863,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335719,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019862,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335720,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019888,910191
192,JUN25-Sunday-71-JUN25-0000001-,10335721,"192 SANTA FE TO DOWNTOWN",0,1019920,1920198
91,JUN25-Sunday-71-JUN25-0000001-,10335722,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019863,910191
111,JUN25-Sunday-71-JUN25-0000001-,10335723,"111 LKWD-BDWY TO DOWNTOWN",0,1019852,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335724,"112 CLARK-BDWY TO DOWNTOWN",0,1019859,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335725,"111 LKWD-BDWY TO DOWNTOWN",0,1019855,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335726,"112 CLARK-BDWY TO DOWNTOWN",0,1019858,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335727,"111 LKWD-BDWY TO DOWNTOWN",0,1019852,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335728,"112 CLARK-BDWY TO DOWNTOWN",0,1019859,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335729,"111 LKWD-BDWY TO DOWNTOWN",0,1019855,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335730,"112 CLARK-BDWY TO DOWNTOWN",0,1019858,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335731,"111 LKWD-BDWY TO DOWNTOWN",0,1019852,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335732,"112 CLARK-BDWY TO DOWNTOWN",0,1019859,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335733,"111 LKWD-BDWY TO DOWNTOWN",0,1019855,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335734,"112 CLARK-BDWY TO DOWNTOWN",0,1019867,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335735,"111 LKWD-BDWY TO DOWNTOWN",0,1019858,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335736,"112 CLARK-BDWY TO DOWNTOWN",0,1019852,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335737,"111 LKWD-BDWY TO DOWNTOWN",0,1019859,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335738,"112 CLARK-BDWY TO DOWNTOWN",0,1019855,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335739,"111 LKWD-BDWY TO DOWNTOWN",0,1019867,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335740,"112 CLARK-BDWY TO DOWNTOWN",0,1019858,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335741,"111 LKWD-BDWY TO DOWNTOWN",0,1019852,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335742,"112 CLARK-BDWY TO DOWNTOWN",0,1019859,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335743,"111 LKWD-BDWY TO DOWNTOWN",0,1019855,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335744,"112 CLARK-BDWY TO DOWNTOWN",0,1019867,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335745,"111 LKWD-BDWY TO DOWNTOWN",0,1019858,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335746,"112 CLARK-BDWY TO DOWNTOWN",0,1019852,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335747,"111 LKWD-BDWY TO DOWNTOWN",0,1019859,1110097
91,JUN25-Sunday-71-JUN25-0000001-,10335748,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019857,910191
112,JUN25-Sunday-71-JUN25-0000001-,10335749,"112 CLARK-BDWY TO DOWNTOWN",0,1019867,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335750,"111 LKWD-BDWY TO DOWNTOWN",0,1019858,1110097
112,JUN25-Sunday-71-JUN25-0000001-,10335751,"112 CLARK-BDWY TO DOWNTOWN",0,1019852,1120053
111,JUN25-Sunday-71-JUN25-0000001-,10335752,"111 LKWD-BDWY TO DOWNTOWN",0,1019859,1110097
91,JUN25-Sunday-71-JUN25-0000001-,10335753,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019868,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335754,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019866,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335755,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019866,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335756,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019888,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335757,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019862,910191
61,JUN25-Sunday-71-JUN25-0000001-,10335758,"61 ATLANTIC TO ARTESIA STA",1,1019918,610126
91,JUN25-Sunday-71-JUN25-0000001-,10335759,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019868,910191
91,JUN25-Sunday-71-JUN25-0000001-,10335760,"91 7TH - BELLFLOWER TO DOWNTOWN",0,1019869,910191
192,JUN25-Sunday-71-JUN25-0000001-,10335761,"192 SOUTH ST TO CERRITOS",1,1019915,1920195
191,JUN25-Sunday-71-JUN25-0000001-,10335762,"191 DEL AMO TO BLOOMFIELD",1,1019921,1910336
112,JUN25-Sunday-71-JUN25-0000001-,10335763,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019855,1120054
192,JUN25-Sunday-71-JUN25-0000001-,10335764,"192 SOUTH ST TO CERRITOS",1,1019917,1920195
111,JUN25-Sunday-71-JUN25-0000001-,10335765,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019858,1110101
191,JUN25-Sunday-71-JUN25-0000001-,10335766,"191 DEL AMO TO BLOOMFIELD",1,1019920,1910336
112,JUN25-Sunday-71-JUN25-0000001-,10335767,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019852,1120054
192,JUN25-Sunday-71-JUN25-0000001-,10335768,"192 SOUTH ST TO CERRITOS",1,1019924,1920195
191,JUN25-Sunday-71-JUN25-0000001-,10335769,"191 DEL AMO TO BLOOMFIELD",1,1019925,1910336
111,JUN25-Sunday-71-JUN25-0000001-,10335770,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019859,1110101
192,JUN25-Sunday-71-JUN25-0000001-,10335771,"192 SOUTH ST TO CERRITOS",1,1019931,1920195
112,JUN25-Sunday-71-JUN25-0000001-,10335772,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019855,1120054
191,JUN25-Sunday-71-JUN25-0000001-,10335773,"191 DEL AMO TO BLOOMFIELD",1,1019915,1910336
192,JUN25-Sunday-71-JUN25-0000001-,10335774,"192 SOUTH ST TO CERRITOS",1,1019921,1920195
111,JUN25-Sunday-71-JUN25-0000001-,10335775,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019858,1110101
191,JUN25-Sunday-71-JUN25-0000001-,10335776,"191 DEL AMO TO BLOOMFIELD",1,1019943,1910336
112,JUN25-Sunday-71-JUN25-0000001-,10335777,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019852,1120054
192,JUN25-Sunday-71-JUN25-0000001-,10335778,"192 SOUTH ST TO CERRITOS",1,1019930,1920195
191,JUN25-Sunday-71-JUN25-0000001-,10335779,"191 DEL AMO TO BLOOMFIELD",1,1019912,1910336
111,JUN25-Sunday-71-JUN25-0000001-,10335780,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019859,1110101
192,JUN25-Sunday-71-JUN25-0000001-,10335781,"192 SOUTH ST TO CERRITOS",1,1019920,1920195
112,JUN25-Sunday-71-JUN25-0000001-,10335782,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019855,1120054
191,JUN25-Sunday-71-JUN25-0000001-,10335783,"191 DEL AMO TO BLOOMFIELD",1,1019924,1910336
192,JUN25-Sunday-71-JUN25-0000001-,10335784,"192 SOUTH ST TO CERRITOS",1,1019925,1920195
111,JUN25-Sunday-71-JUN25-0000001-,10335785,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019858,1110101
191,JUN25-Sunday-71-JUN25-0000001-,10335786,"191 DEL AMO TO BLOOMFIELD",1,1019922,1910336
112,JUN25-Sunday-71-JUN25-0000001-,10335787,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019852,1120054
192,JUN25-Sunday-71-JUN25-0000001-,10335788,"192 SOUTH ST TO CERRITOS",1,1019915,1920195
191,JUN25-Sunday-71-JUN25-0000001-,10335789,"191 DEL AMO TO BLOOMFIELD",1,1019921,1910336
111,JUN25-Sunday-71-JUN25-0000001-,10335790,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019859,1110101
192,JUN25-Sunday-71-JUN25-0000001-,10335791,"192 SOUTH ST TO CERRITOS",1,1019943,1920195
112,JUN25-Sunday-71-JUN25-0000001-,10335792,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019855,1120054
191,JUN25-Sunday-71-JUN25-0000001-,10335793,"191 DEL AMO TO BLOOMFIELD",1,1019930,1910336
192,JUN25-Sunday-71-JUN25-0000001-,10335794,"192 SOUTH ST TO CERRITOS",1,1019912,1920195
111,JUN25-Sunday-71-JUN25-0000001-,10335795,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019867,1110101
191,JUN25-Sunday-71-JUN25-0000001-,10335796,"191 DEL AMO TO BLOOMFIELD",1,1019920,1910336
112,JUN25-Sunday-71-JUN25-0000001-,10335797,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019858,1120054
192,JUN25-Sunday-71-JUN25-0000001-,10335798,"192 SOUTH ST TO CERRITOS",1,1019924,1920195
191,JUN25-Sunday-71-JUN25-0000001-,10335799,"191 DEL AMO TO BLOOMFIELD",1,1019925,1910336
111,JUN25-Sunday-71-JUN25-0000001-,10335800,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019852,1110101
192,JUN25-Sunday-71-JUN25-0000001-,10335801,"192 SOUTH ST TO CERRITOS",1,1019922,1920195
112,JUN25-Sunday-71-JUN25-0000001-,10335802,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019859,1120054
191,JUN25-Sunday-71-JUN25-0000001-,10335803,"191 DEL AMO TO BLOOMFIELD",1,1019915,1910336
192,JUN25-Sunday-71-JUN25-0000001-,10335804,"192 SOUTH ST TO CERRITOS",1,1019921,1920195
111,JUN25-Sunday-71-JUN25-0000001-,10335805,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019855,1110101
191,JUN25-Sunday-71-JUN25-0000001-,10335806,"191 DEL AMO TO BLOOMFIELD",1,1019943,1910336
112,JUN25-Sunday-71-JUN25-0000001-,10335807,"112 BDWY-CLARK TO SOUTH ST VIA LBCC",1,1019867,1120054
192,JUN25-Sunday-71-JUN25-0000001-,10335808,"192 SOUTH ST TO CERRITOS",1,1019930,1920195
191,JUN25-Sunday-71-JUN25-0000001-,10335809,"191 DEL AMO TO BLOOMFIELD",1,1019912,1910336
111,JUN25-Sunday-71-JUN25-0000001-,10335810,"111 BDWY-LKWD TO SOUTH ST VIA AIRPORT",1,1019858,1110101
